experiment_name,plate,address,gene,treatment,SMILES,concentration,perturbation_type,cell_type,Compound,Compound_Category
compound-004,29,Z05,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-003,18,AE02,,4-biphenylacetic acid,"OC(=O)CC1=CC=C(C=C1)C1=CC=CC=C1 |c:6,8,13,15,t:4,11|",10.0,COMPOUND,HUVEC,felbinac,cyclooxygenase inhibitor
compound-003,41,K21,,blonanserin,"CCN1CCN(CC1)C1=CC(C2=CC=C(F)C=C2)=C2CCCCCCC2=N1 |c:17,28,t:9,12,14,19|",2.5,COMPOUND,HUVEC,blonanserin,dopamine receptor antagonist|serotonin receptor antagonist
compound-004,24,U35,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-003,10,F34,,bimatoprost,"CCNC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\C(O)CCC1=CC=CC=C1 |c:27,29,t:25|",10.0,COMPOUND,HUVEC,bimatoprost,prostanoid receptor agonist
compound-003,35,Z12,,etoricoxib,"CC1=NC=C(C=C1)C1=NC=C(Cl)C=C1C1=CC=C(C=C1)S(C)(=O)=O |c:3,5,13,18,20,t:1,8,10,16|",2.5,COMPOUND,HUVEC,etoricoxib,cyclooxygenase inhibitor
compound-003,22,F31,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-003,3,V43,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-003,29,P05,,digoxin,"C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@@]4(C)[C@H](CCC5C4C[C@@H](O)[C@]4(C)[C@H](CC[C@]54O)C4=CC(=O)OC4)C3)O[C@@H]2C)O[C@@H]1C |a:1,3,5,7,10,11,14,16,17,20,22,25,27,33,35,37,40,50,53,r,t:46|",10.0,COMPOUND,HUVEC,digoxin,ATPase inhibitor
compound-003,47,Q30,,laropiprant,"CS(=O)(=O)C1=CC(F)=CC2=C1N(CC1=CC=C(Cl)C=C1)C1=C2CC[C@@H]1CC(O)=O |c:7,9,19,22,t:4,14,16|",2.5,COMPOUND,HUVEC,laropiprant,prostanoid receptor antagonist
compound-004,24,D08,,candesartan,"CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)C(=CC=C2)C(O)=O |c:5,12,14,19,21,27,30,32,t:3,10,17,24|",2.5,COMPOUND,HUVEC,candesartan,angiotensin receptor antagonist
compound-004,28,J05,,neratinib,"CCOC1=CC2=C(C=C1NC(=O)\C=C\CN(C)C)C(NC1=CC(Cl)=C(OCC3=NC=CC=C3)C=C1)=C(C=N2)C#N |c:5,7,30,32,35,37,39,t:3,21,24,28|",10.0,COMPOUND,HUVEC,neratinib,EGFR inhibitor
compound-003,41,AB16,,etofenamate,"OCCOCCOC(=O)C1=CC=CC=C1NC1=CC=CC(=C1)C(F)(F)F |c:11,13,19,21,t:9,17|",10.0,COMPOUND,HUVEC,etofenamate,cyclooxygenase inhibitor
compound-001,35,F14,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-004,25,Y37,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-001,47,AB03,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-003,13,C39,,travoprost,"CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)COC1=CC(=CC=C1)C(F)(F)F |r,c:28,30,t:26|",10.0,COMPOUND,HUVEC,travoprost,prostanoid receptor agonist
compound-003,29,B30,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-003,3,AC07,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-001,13,H33,,mebendazole,"COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C1=CC=CC=C1 |c:7,11,13,20,22,t:5,18|",10.0,COMPOUND,HUVEC,mebendazole,tubulin polymerization inhibitor
compound-003,4,Q04,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-001,40,AE18,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-001,39,F29,,metoclopramide,"CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC |c:16,t:10,13|",2.5,COMPOUND,HUVEC,metoclopramide,dopamine receptor antagonist|serotonin receptor antagonist
compound-004,42,N28,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-003,21,Z09,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-001,14,AC28,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-001,40,AA11,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-003,35,L46,,digoxin,"C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@@]4(C)[C@H](CCC5C4C[C@@H](O)[C@]4(C)[C@H](CC[C@]54O)C4=CC(=O)OC4)C3)O[C@@H]2C)O[C@@H]1C |a:1,3,5,7,10,11,14,16,17,20,22,25,27,33,35,37,40,50,53,r,t:46|",10.0,COMPOUND,HUVEC,digoxin,ATPase inhibitor
compound-003,17,H34,,bezafibrate,"CC(C)(OC1=CC=C(CCNC(=O)C2=CC=C(Cl)C=C2)C=C1)C(O)=O |c:18,21,t:4,6,13,15|",10.0,COMPOUND,HUVEC,bezafibrate,PPAR receptor agonist
compound-001,41,S42,,florfenicol,"CS(=O)(=O)C1=CC=C(C=C1)[C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl |c:6,8,t:4|",2.5,COMPOUND,HUVEC,florfenicol,protein synthesis inhibitor
compound-004,40,K20,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-003,25,X27,,lurasidone,"O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(CC1)C1=NSC2=C1C=CC=C2 |a:2,3,6,8,13,18,r,c:34,37,39,t:31|",2.5,COMPOUND,HUVEC,lurasidone,dopamine receptor antagonist|serotonin receptor antagonist
compound-001,23,V23,,amcinonide,"CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1CC1C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C |a:7,15,27,29,31,34,r,c:27,t:23|",10.0,COMPOUND,HUVEC,amcinonide,glucocorticoid receptor agonist
compound-003,48,I47,,fludroxycortide,"CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)CC[C@]5(C)C4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO |a:4,9,17,20,23,25,r,t:11|",10.0,COMPOUND,HUVEC,fludroxycortide,glucocorticoid receptor agonist
compound-003,8,T11,,asenapine,"[H][C@]12CN(C)C[C@]1([H])C1=C(OC3=C2C=CC=C3)C=CC(Cl)=C1 |c:9,12,15,17,20,23|",10.0,COMPOUND,HUVEC,asenapine,dopamine receptor antagonist|serotonin receptor antagonist
compound-003,13,B37,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-003,19,F31,,nitrofurantoin,"[O-][N+](=O)C1=CC=C(O1)\C=N\N1CC(=O)NC1=O |c:5,t:3|",2.5,COMPOUND,HUVEC,nitrofurantoin,DNA inhibitor
compound-004,1,Y23,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-004,17,W46,,foretinib,"COC1=CC2=C(C=C1OCCCN1CCOCC1)N=CC=C2OC1=C(F)C=C(NC(=O)C2(CC2)C(=O)NC2=CC=C(F)C=C2)C=C1 |c:4,6,20,22,26,46,49,t:2,29,41,43|",10.0,COMPOUND,HUVEC,foretinib,VEGFR inhibitor
compound-001,24,T11,,ethaverine,"CCOC1=CC2=CC=NC(CC3=CC(OCC)=C(OCC)C=C3)=C2C=C1OCC |c:7,21,23,26,t:3,5,11,16|",10.0,COMPOUND,HUVEC,ethaverine,calcium channel blocker
compound-003,5,Z37,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-004,33,M34,,naftopidil,"COC1=CC=CC=C1N1CCN(CC(O)COC2=C3C=CC=CC3=CC=C2)CC1 |c:4,6,18,20,22,25,27,t:2|",10.0,COMPOUND,HUVEC,naftopidil,adrenergic receptor antagonist
compound-004,18,Z13,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-001,11,I12,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-001,26,T07,,golvatinib,"CN1CCN(CC1)C1CCN(CC1)C(=O)NC1=NC=CC(OC2=CC(F)=C(NC(=O)C3(CC3)C(=O)NC3=CC=C(F)C=C3)C=C2)=C1 |c:20,44,47,49,t:18,24,27,39,41|",10.0,COMPOUND,HUVEC,golvatinib,VEGFR inhibitor
compound-003,32,H32,,ramatroban,"OC(=O)CCN1C2=C(C[C@@H](CC2)NS(=O)(=O)C2=CC=C(F)C=C2)C2=C1C=CC=C2 |a:9,r,c:22,25,28,30,t:6,17,19|",10.0,COMPOUND,HUVEC,ramatroban,prostanoid receptor antagonist
compound-004,27,F12,,naftopidil,"COC1=CC=CC=C1N1CCN(CC(O)COC2=C3C=CC=CC3=CC=C2)CC1 |c:4,6,18,20,22,25,27,t:2|",2.5,COMPOUND,HUVEC,naftopidil,adrenergic receptor antagonist
compound-001,13,U26,,mebendazole,"COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C1=CC=CC=C1 |c:7,11,13,20,22,t:5,18|",2.5,COMPOUND,HUVEC,mebendazole,tubulin polymerization inhibitor
compound-003,46,N46,,edoxudine,"CCC1=CN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)NC1=O |a:5,7,9,r,t:2|",10.0,COMPOUND,HUVEC,edoxudine,DNA directed DNA polymerase inhibitor
compound-003,44,K04,,laropiprant,"CS(=O)(=O)C1=CC(F)=CC2=C1N(CC1=CC=C(Cl)C=C1)C1=C2CC[C@@H]1CC(O)=O |c:7,9,19,22,t:4,14,16|",2.5,COMPOUND,HUVEC,laropiprant,prostanoid receptor antagonist
compound-001,8,I21,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-004,34,X33,,prostaglandin e2,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O,2.5,COMPOUND,HUVEC,dinoprostone,prostanoid receptor agonist
compound-004,29,AD05,,bendamustine,"CN1C(CCCC(O)=O)=NC2=CC(=CC=C12)N(CCCl)CCCl |c:8,12,t:10,14|",10.0,COMPOUND,HUVEC,bendamustine,DNA inhibitor
compound-003,48,P12,,estramustine,"C[C@]12CCC3C(CCC4=C3C=CC(OC(=O)N(CCCl)CCCl)=C4)C1CC[C@@H]2O |a:1,27,r,c:8,11,23|",2.5,COMPOUND,HUVEC,estramustine,DNA alkylating agent
compound-003,32,T17,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-003,20,Q30,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-004,25,S20,,felodipine,"CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(Cl)=C1Cl)C(=O)OC |c:5,10,16,19,t:14|",2.5,COMPOUND,HUVEC,felodipine,calcium channel blocker
compound-004,16,M47,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-003,28,D17,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-003,36,U32,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-001,20,AB47,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-001,20,AD22,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-003,34,D39,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-003,48,Z10,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-001,30,AE34,,vinburnine,"CC[C@@]12CCCN3CCC4=C([C@H]13)N(C1=C4C=CC=C1)C(=O)C2 |a:2,11,r,c:9,15,18,20|",10.0,COMPOUND,HUVEC,vinburnine,adrenergic receptor antagonist
compound-003,4,T37,,naphazoline,"C(C1=NCCN1)C1=C2C=CC=CC2=CC=C1 |c:7,9,11,14,16,t:1|",2.5,COMPOUND,HUVEC,naphazoline,adrenergic receptor agonist
compound-004,13,C36,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-004,41,N02,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-003,1,AB32,,fenbendazole,"COC(=O)NC1=NC2=C(N1)C=C(SC1=CC=CC=C1)C=C2 |c:7,16,18,21,t:5,11,14|",10.0,COMPOUND,HUVEC,fenbendazole,tubulin polymerization inhibitor
compound-004,34,M47,,losartan,"CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1 |c:16,18,23,25,30,t:4,7,14,21,28|",2.5,COMPOUND,HUVEC,losartan,angiotensin receptor antagonist
compound-003,21,L03,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-001,40,J17,,timolol,"CC(C)(C)NC[C@H](O)COC1=NSN=C1N1CCOCC1 |c:13,t:10|",2.5,COMPOUND,HUVEC,timolol,adrenergic receptor antagonist
compound-001,27,L23,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-004,35,S06,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-001,41,W12,,salmeterol,"OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC1=CC=CC=C1 |c:2,5,7,27,29,t:25|",10.0,COMPOUND,HUVEC,salmeterol,adrenergic receptor agonist
compound-004,25,AB23,,prostaglandin e2,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O,10.0,COMPOUND,HUVEC,dinoprostone,prostanoid receptor agonist
compound-003,29,P39,,digoxin,"C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@@]4(C)[C@H](CCC5C4C[C@@H](O)[C@]4(C)[C@H](CC[C@]54O)C4=CC(=O)OC4)C3)O[C@@H]2C)O[C@@H]1C |a:1,3,5,7,10,11,14,16,17,20,22,25,27,33,35,37,40,50,53,r,t:46|",2.5,COMPOUND,HUVEC,digoxin,ATPase inhibitor
compound-003,15,Z15,,diflunisal (no structure),"OC(=O)C1=C(O)C=CC(=C1)C1=C(F)C=C(F)C=C1 |c:3,6,8,11,17,t:14|",10.0,COMPOUND,HUVEC,diflunisal,prostanoid receptor antagonist
compound-004,47,O17,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-004,33,V17,,tivozanib,"COC1=CC2=C(C=C1OC)C(OC1=CC=C(NC(=O)NC3=NOC(C)=C3)C(Cl)=C1)=CC=N2 |c:4,6,25,29,31,33,t:2,13,15,21|",10.0,COMPOUND,HUVEC,tivozanib,VEGFR inhibitor
compound-003,22,I34,,travoprost,"CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)COC1=CC(=CC=C1)C(F)(F)F |r,c:28,30,t:26|",10.0,COMPOUND,HUVEC,travoprost,prostanoid receptor agonist
compound-003,7,AD40,,naphazoline,"C(C1=NCCN1)C1=C2C=CC=CC2=CC=C1 |c:7,9,11,14,16,t:1|",10.0,COMPOUND,HUVEC,naphazoline,adrenergic receptor agonist
compound-001,22,AE43,,sertindole,"FC1=CC=C(C=C1)N1C=C(C2CCN(CCN3CCNC3=O)CC2)C2=CC(Cl)=CC=C12 |c:3,5,30,t:1,9,27,32|",2.5,COMPOUND,HUVEC,sertindole,dopamine receptor antagonist|serotonin receptor antagonist
compound-003,16,Z11,,aspirin,"CC(=O)OC1=C(C=CC=C1)C(O)=O |c:6,8,t:4|",10.0,COMPOUND,HUVEC,aspirin,cyclooxygenase inhibitor
compound-003,1,S30,,urapidil,"COC1=CC=CC=C1N1CCN(CCCNC2=CC(=O)N(C)C(=O)N2C)CC1 |c:4,6,t:2,17|",10.0,COMPOUND,HUVEC,urapidil,adrenergic receptor antagonist
compound-003,21,L17,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-004,19,C47,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",10.0,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-001,13,AA18,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-003,12,L05,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-004,24,W23,,lapatinib,"CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC=C2N=CN=C(NC3=CC=C(OCC4=CC=CC(F)=C4)C(Cl)=C3)C2=C1 |c:10,18,31,34,38,42,t:8,14,16,20,23,25,29|",10.0,COMPOUND,HUVEC,lapatinib,EGFR inhibitor
compound-001,34,AB22,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-003,38,D26,,etofenamate,"OCCOCCOC(=O)C1=CC=CC=C1NC1=CC=CC(=C1)C(F)(F)F |c:11,13,19,21,t:9,17|",10.0,COMPOUND,HUVEC,etofenamate,cyclooxygenase inhibitor
compound-003,46,Z25,,edoxudine,"CCC1=CN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)NC1=O |a:5,7,9,r,t:2|",2.5,COMPOUND,HUVEC,edoxudine,DNA directed DNA polymerase inhibitor
compound-002,11,I20,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-003,7,R04,,bimatoprost,"CCNC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\C(O)CCC1=CC=CC=C1 |c:27,29,t:25|",10.0,COMPOUND,HUVEC,bimatoprost,prostanoid receptor agonist
compound-003,28,V40,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-004,24,Y47,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-003,8,X11,,nevirapine,"CC1=CC=NC2=C1NC(=O)C1=C(N=CC=C1)N2C1CC1 |c:3,5,13,15,t:1,11|",10.0,COMPOUND,HUVEC,nevirapine,non-nucleoside reverse transcriptase inhibitor
compound-003,13,G36,,aspirin,"CC(=O)OC1=C(C=CC=C1)C(O)=O |c:6,8,t:4|",2.5,COMPOUND,HUVEC,aspirin,cyclooxygenase inhibitor
compound-003,41,K10,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-003,20,S43,,pazufloxacin mesylate,"C[C@H]1COC2=C(C(F)=CC3=C2N1C=C(C(O)=O)C3=O)C1(N)CC1 |r,c:7,9,t:4,14|",10.0,COMPOUND,HUVEC,pazufloxacin,topoisomerase inhibitor
